ticket_id,customer,category,priority,inter_arr_time,arr_time,description,attribute_list,sensitive_flag
344,3,7,1,0.494,371.218,"I recently purchased Freezer for the amount $8.84 on date 1977-10-22, but it is defective. I have attached a picture of the defect for your reference. I want to return it. Please schedule the pickup for date 1976-02-09 from my home 0408 Kathleen Ford
East Garrett, FM 73798 and initiate a refund to my credit card 4914323891976451.",product_name money date date residence credit_card_number,1
345,2,3,2,0.086,371.304,"Hi team, I want a leave from 1982-11-29 for 15 days due to personal reasons. The system is not allowing for said days. Kindly approve it. My details are name:Beth Davis, designation Landscape architect",date name job,1
346,0,4,0,1.497,372.801,Hi HR team I want to refer my friend for the Sales promotion account executive but I cannot access the referral site. Can you please accept this referral through this mail.,job,0
347,0,1,2,1.022,373.823,"I made a payment of $4,222.05 for my account on 1976-02-29, but it has not been credited yet. The payment was made using my credit card 30479871241642. I have attached a copy of the payment receipt for your reference. Please investigate the issue and update me on the status of the payment. My email address is skinnertheodore@hotmail.com and phone number is 3536646618707",money date credit_card_number mail phone_number,1
348,3,5,2,1.606,375.429,Hi I want to apply for the cashless mode of hospitalization. please provide me the list of hospital that provide cashless mode in my city North Andrew.,city,0
349,0,6,2,2.838,378.267,"I am unable to log in to my account. My credentials are, username fkirk, email oscott@gmail.com. I have verified that the username and password are correct, but the system keeps displaying an error message. I have tried resetting my password and clearing my cache, but the issue persists.",username mail,1
350,4,4,0,1.523,379.79,"Hi Team, I was wondering whether this Health service manager is still available in this team. I want to refer my friend for this role. please confirm.",job,0
351,2,3,2,1.225,381.015,"Hi, I have applied for the sick leave on 2001-07-01 with which was approved by my manager but is not reflected on the system. Please resolve the issue.",date,0
352,1,3,2,0.111,381.126,"Hi, since yesterday I am trying to apply for leave but I am not able to. The system shows an error. I have to take an urgent leave. Please resolve the issue.",,0
353,4,0,3,2.838,383.964,Hi team I want to access https://www.reed.com/ website for research purpose kindly remove the site from the proxy,url,0
354,4,6,2,0.685,384.649,"Hi team, I need access to the intern portal. please enable it for me.",,0
355,1,7,3,0.541,385.19,"I am experiencing technical issues with Domestic Robot. It shows error code 500. I have tried troubleshooting by going through help documents, but the issue still persists. Please assist me in resolving the issue. My account details are: username nicole79, Email williammiller@yahoo.com.",product_name username mail,1
356,3,2,3,0.906,386.096,"Hi,I am Charlene Rodriguez and my employee ID is EMP081-40-7130. 
I am having trouble with my travel claim, my expense amount was $50,498.05 for reimbursement. 
My other details such as email is kcarpenter@gmail.com and postal code is 61521 and account number is QYUT77753925942407. 
Please look into matter asap. My place of residence is 31296 Potts View Suite 380
New Clairefurt, PR 47973.",name ssn money mail zip_code bank_account_number address,1
357,0,0,3,1.286,387.382,"Hi, I need to the installation of Outlook for development purpose of my project.",software,0
358,3,6,2,0.415,387.797,"Hi team, i do not need access the master database now due to project change. Please revoke my access.",,0
359,1,1,1,0.451,388.248,"I made a payment of $93.34 for my account on 1977-10-30, but it has not been credited yet. The payment was made using my credit card 36549012309187. I have attached a copy of the payment receipt for your reference. Please investigate the issue and update me on the status of the payment. My email address is douglas36@gmail.com and phone number is 0379334619488",money date credit_card_number mail phone_number,1
360,4,1,1,0.725,388.973,"I noticed unauthorized transactions on my credit card statement for the amount of $285.02 on 1993-09-27. The transactions are listed as Shepherd, Riley and Fields. I did not authorize these transactions and would like them to be reversed immediately to my credit card 3538686198395015.",money date company credit_card_number,1
361,2,1,1,0.596,389.569,"Hi, my team needs a new Dehumidifier for the project kindly help us to come up with the quote for the said product.",product_name,0
362,0,1,3,0.981,390.55,"Hi, my team needs a new Garbage Disposal Unit for the project kindly help us to come up with the quote for the said product.",product_name,0
363,1,6,3,0.351,390.901,"Hi team, I need access to the intern portal. please enable it for me.",,0
364,3,4,2,1.2,392.101,"Hi team, I want to avail the maternity benefit from 1983-02-27. My employee ID is 768-15-2047 and designation is Solicitor, Scotland. Kindly approve the same. Ihave attched the required documents. PFA",date ssn job,1
365,3,4,2,1.102,393.203,"Hi team, I want to avail the maternity benefit from 1984-02-24. My employee ID is 710-81-8581 and designation is Environmental education officer. Kindly approve the same. Ihave attched the required documents. PFA",date ssn job,1
366,1,0,2,2.547,395.75,Hi team I want to access https://barrett.org/ website for research purpose kindly remove the site from the proxy. My employee id is 480-27-9494 and my profile is Forensic psychologist.,url ssn job,1
367,4,3,2,0.967,396.717,"Hi team, I am Scott Cruz, employee id 656-81-0981. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
368,3,2,2,0.986,397.703,"Hi,I am William Franco and my employee ID is EMP321-73-9279. 
I am having trouble with my travel claim, my expense amount was $9,971.88 for reimbursement.
 My other details such as designation is Environmental health practitioner and email is marcreynolds@hotmail.com. 
The payment was done with given credit card number 2249709295094232 and credit card type American Express.",name ssn money job mail credit_card_number cc_provider,1
369,1,6,3,0.162,397.865,"I have recently moved and would like to update my account information with my new address. My new address is 41524 Anderson Shoal
Kevinshire, VA 40583. Please assist me with updating my account information.",residence,1
370,0,5,3,0.677,398.542,Hi I want to apply for the cashless mode of hospitalization. please provide me the list of hospital that provide cashless mode in my city New Christopherside.,city,0
371,2,7,2,0.411,398.953,"Hi, can I make the payment of purchase of product by my personal credit card? I do not have corporate one issued yet.",,0
372,0,4,2,0.012,398.965,"Hi HR team I want to refer my friend for the Editor, commissioning but I cannot access the referral site. Can you please accept this referral through this mail.",job,0
373,3,6,3,0.399,399.364,"I have recently moved and would like to update my account information with my new address. My new address is 00458 Mcfarland Street
East Ashleeberg, AK 07645. Please assist me with updating my account information.",residence,1
374,4,6,3,0.011,399.375,"I am unable to log in to my account. My credentials are, username matthew55, email alexandra42@hotmail.com. I have verified that the username and password are correct, but the system keeps displaying an error message. I have tried resetting my password and clearing my cache, but the issue persists.",username mail,1
375,2,6,3,1.331,400.706,"I am unable to log in to my account. My credentials are, username schultzsara, email michaelsmith@hotmail.com. I have verified that the username and password are correct, but the system keeps displaying an error message. I have tried resetting my password and clearing my cache, but the issue persists.",username mail,1
376,2,1,3,1.372,402.078,"I noticed unauthorized transactions on my credit card statement for the amount of $23,559.70 on 2015-09-13. The transactions are listed as Donaldson, Taylor and Hill. I did not authorize these transactions and would like them to be reversed immediately to my credit card 4396054783781520048.",money date company credit_card_number,1
377,1,7,3,2.109,404.187,"I am experiencing technical issues with Freezer. It shows error code 500. I have tried troubleshooting by going through help documents, but the issue still persists. Please assist me in resolving the issue. My account details are: username robertsbrent, Email ryan12@yahoo.com.",product_name username mail,1
378,2,6,3,0.403,404.59,"I am unable to log in to my account. My credentials are, username hsmith, email gmitchell@hotmail.com. I have verified that the username and password are correct, but the system keeps displaying an error message. I have tried resetting my password and clearing my cache, but the issue persists.",username mail,1
379,1,7,3,2.888,407.478,"I recently purchased Blender for the amount $54,985.47 on date 2009-08-06, but it is defective. I have attached a picture of the defect for your reference. I want to return it. Please schedule the pickup for date 2011-11-17 from my home 882 Tami Glens Suite 452
Port Jamie, AS 42861 and initiate a refund to my credit card 4861174778396484.",product_name money date date residence credit_card_number,1
